year,stateabbr,statedesc,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,locationid,categoryid,measureid,datavaluetypeid,short_question_text,geolocation
2022,AK,Alaska,Matanuska-Susitna,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,28.2,,,27.7,28.6,113325,84362,2170,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-149.573459107234 62.3154231338699)
2022,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,11.2,,,9.8,12.7,11206,8943,1035,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-86.9935445067511 31.4293022573494)
2022,AL,Alabama,Hale,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,31.3,,,27.6,35.0,14595,11112,1065,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-87.6288617663726 32.7624422973756)
2022,AR,Arkansas,Lee,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,11.6,,,10.4,12.8,8364,6854,5077,HLTHOUT,COPD,CrdPrv,COPD,POINT (-90.780565570189 34.7806712575882)
2022,AR,Arkansas,Logan,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,7.2,,,6.6,7.9,21253,16839,5083,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-93.7171626255792 35.2148866321463)
2022,AR,Arkansas,Phillips,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,25.5,,,21.9,29.2,15304,11406,5107,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-90.8486929377124 34.4276555514265)
2022,AL,Alabama,Marshall,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,8.8,,,7.8,9.8,99423,74082,1095,HLTHOUT,COPD,CrdPrv,COPD,POINT (-86.306202322979 34.3673847093536)
2022,AL,Alabama,Barbour,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,43.3,,,35.4,51.6,24706,19675,1005,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-85.3928136383141 31.8698172860413)
2022,AR,Arkansas,Woodruff,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,4.4,,,4.0,4.8,6049,4743,5147,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-91.2431471012526 35.1863222444477)
2022,AL,Alabama,Pike,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,4.3,,,4.0,4.7,33014,26725,1109,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.9407627085231 31.8027535253528)
2022,CA,California,Inyo,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.5,,,67.5,82.5,18718,14942,6027,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-117.411112581295 36.5114226868129)
2022,GA,Georgia,Irwin,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.1,,,4.7,5.6,9126,7104,13155,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-83.2761961285303 31.6024325769384)
2022,TX,Texas,Caldwell,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,26.3,,,26.2,26.4,47848,37078,48055,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-97.6196838584174 29.8365723490979)
2022,TX,Texas,Cameron,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,22.2,,,21.5,23.0,425208,303786,48061,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-97.5145766684894 26.1339963074045)
2022,TX,Texas,Collingsworth,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.5,,,4.2,4.9,2568,1884,48087,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-100.270010483746 34.9648943872209)
2022,GA,Georgia,Turner,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,6.1,,,5.6,6.6,8842,6632,13287,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-83.6240607423052 31.7163577811279)
2022,TX,Texas,Colorado,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.3,,,3.0,3.6,20754,15888,48089,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-96.5263230883207 29.6207696357925)
2022,TX,Texas,Comal,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,24.3,,,20.9,27.8,184642,143958,48091,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-98.2782109308562 29.8082695377616)
2022,AL,Alabama,Bullock,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,11.6,,,10.6,12.6,10202,8049,1011,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.7157596722874 32.1005731304216)
2022,TX,Texas,Cottle,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.9,,,20.0,28.3,1307,1059,48101,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-100.27870868144 34.0776734655448)
2022,TX,Texas,Crane,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,40.1,,,35.8,44.9,4546,3249,48103,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-102.515175576742 31.4287016784355)
2022,AR,Arkansas,White,BRFSS,Disability,Any disability among adults,%,Crude prevalence,43.3,,,38.9,47.9,77755,59836,5145,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-91.7454779964398 35.2560865177608)
2022,ID,Idaho,Butte,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,35.6,,,27.9,43.8,2684,2082,16023,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-113.172240946054 43.7230523109228)
2022,GA,Georgia,Warren,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,6.1,,,5.6,6.6,5155,4112,13301,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-82.6765133555302 33.4084998133757)
2022,TX,Texas,Dickens,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,37.0,,,28.8,45.8,1726,1404,48125,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-100.77888550046 33.6161682203938)
2022,AR,Arkansas,Izard,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,28.4,,,24.5,32.7,14048,11539,5065,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-91.9133749044468 36.0947862703415)
2022,TX,Texas,Duval,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,21.1,,,17.6,24.9,9888,7411,48131,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-98.5089333372538 27.6813479552338)
2022,TX,Texas,Ector,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,21.7,,,18.4,25.3,160869,111959,48135,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-102.542980507933 31.8691061601852)
2022,CA,California,Riverside,BRFSS,Disability,Any disability among adults,%,Crude prevalence,30.8,,,27.7,33.9,2473902,1880349,6065,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-115.994764890688 33.7437710409515)
2022,TX,Texas,Ellis,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,30.9,,,27.0,35.0,212182,156732,48139,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-96.7947622892569 32.348352446173)
2022,TX,Texas,Falls,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.8,,,4.4,5.2,17049,13437,48145,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-96.9360031831906 31.2533225342958)
2022,TX,Texas,Gaines,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.1,,,20.6,28.0,22181,14212,48165,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-102.635322018669 32.7406420313499)
2022,AK,Alaska,Sitka,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.1,,,8.1,12.3,8382,6754,2220,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-135.315163429465 57.2335274122738)
2022,AL,Alabama,DeKalb,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,13.0,,,11.7,14.4,71998,54954,1049,HLTHOUT,COPD,CrdPrv,COPD,POINT (-85.8039693236418 34.4598606858773)
2022,AR,Arkansas,Polk,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,30.1,,,25.9,34.4,19337,15084,5113,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-94.2282210393227 34.4858592435429)
2022,TX,Texas,Hood,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,33.5,,,28.0,39.3,66373,52905,48221,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.832107492052 32.4300324854854)
2022,CA,California,Monterey,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,7.2,,,6.5,8.1,432858,322881,6053,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-121.238518915104 36.2170334850568)
2022,TX,Texas,Kaufman,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,22.8,,,21.7,23.8,172366,123367,48257,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-96.2878987392596 32.5994523477795)
2022,AR,Arkansas,Fulton,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,18.4,,,15.1,21.9,12382,9746,5049,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-91.817888079321 36.3816206347765)
2022,TX,Texas,Kenedy,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,10.3,12.3,358,297,48261,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-97.6981206826376 26.9297976203361)
2022,AR,Arkansas,Jefferson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,75.0,,,67.8,81.4,64246,50524,5069,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-91.9306504433258 34.2684876070299)
2022,AR,Arkansas,Sevier,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.2,,,3.9,4.6,15686,11258,5133,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-94.2415839878892 33.9971085707583)
2021,AK,Alaska,Dillingham,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,68.7,,,64.9,72.4,4723,3253,2070,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-158.236178154164 59.7978171220014)
2022,TX,Texas,Lamar,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,38.6,,,30.4,45.7,50484,38408,48277,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-95.5711286178651 33.6669168991242)
2022,TX,Texas,Lamb,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,41.7,,,33.7,50.7,12724,9267,48279,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-102.351704737313 34.0686552915887)
2022,TX,Texas,Lee,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,38.9,,,30.9,47.7,17954,14221,48287,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-96.965597939337 30.3108473506794)
2022,TX,Texas,Liberty,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.0,,,3.7,4.4,101992,71915,48291,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-94.812237365989 30.1515050413894)
2022,TX,Texas,Limestone,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,4.3,,,3.9,4.6,22253,17326,48293,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-96.5807056451504 31.5455242712717)
2022,AL,Alabama,Fayette,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,6.0,,,5.5,6.6,16118,12706,1057,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-87.7389050506601 33.7211713531213)
2022,AR,Arkansas,Sebastian,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,31.1,,,31.0,31.2,129059,98606,5131,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-94.2747115384126 35.1994487114465)
2022,TX,Texas,McCulloch,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,16.6,,,14.6,18.7,7497,5941,48307,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-99.347172859715 31.1988395534553)
2022,CA,California,Glenn,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.0,,,3.7,4.3,28339,20780,6021,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-122.392432829407 39.5983868407646)
2022,TX,Texas,Panola,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.6,,,4.2,5.0,22677,17450,48365,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-94.305588373275 32.1624000860358)
2022,TX,Texas,Rains,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.6,,,4.2,5.0,12823,10285,48379,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-95.7937641359223 32.8701771320508)
2022,CA,California,Del Norte,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,20.9,,,18.9,23.0,27082,21423,6015,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-123.897120966337 41.7431608613822)
2022,TX,Texas,Scurry,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.8,,,3.5,4.1,16686,12465,48415,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-100.916374490754 32.7461718142865)
2022,TX,Texas,Somervell,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,7.3,,,6.4,8.1,9757,7702,48425,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-97.7746942699645 32.2223111775323)
2022,TX,Texas,Starr,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.5,,,4.1,4.9,65728,44564,48427,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-98.7382150287698 26.5621954230655)
2022,AR,Arkansas,Independence,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,39.6,,,32.5,46.9,37945,28806,5063,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.5700112648911 35.741699805739)
2022,AL,Alabama,Cleburne,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.4,,,13.4,17.5,15346,11832,1029,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-85.5179075897695 33.6749172926082)
2022,TX,Texas,Tarrant,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,5.9,,,5.2,6.6,2154595,1611487,48439,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-97.2911054620017 32.7719331621137)
2022,AL,Alabama,Perry,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,12.5,,,11.0,14.2,8035,6354,1105,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-87.2942727229619 32.6384797740624)
2022,TX,Texas,Upshur,BRFSS,Disability,Any disability among adults,%,Crude prevalence,39.3,,,34.5,43.9,42488,32497,48459,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-94.941027062863 32.7365155244404)
2022,AK,Alaska,Skagway,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,15.0,,,13.5,16.7,1081,924,2230,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-135.336028290736 59.5592737178809)
2022,AR,Arkansas,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,66.9,,,58.4,74.8,16624,13317,5067,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-91.2146324874827 35.5993609746175)
2022,TX,Texas,Webb,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,18.6,,,17.7,19.6,267780,184751,48479,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-99.3318735340826 27.7610056449314)
2022,AL,Alabama,Blount,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.5,,,3.2,3.8,59512,46000,1009,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.5674545509626 33.9808484356408)
2022,AR,Arkansas,Pulaski,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,16.7,,,14.9,18.8,399145,307676,5119,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-92.3119548341849 34.7700394452014)
2022,CA,California,Solano,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,11.0,,,9.5,12.6,448747,351591,6095,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-121.932781028652 38.2699375647315)
2022,TX,Texas,Winkler,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.7,,,9.0,10.3,7306,5252,48495,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-103.048538040862 31.8500161818711)
2022,AK,Alaska,Kodiak Island,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,18.5,,,15.5,21.6,12720,9749,2150,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-153.789812278338 57.6808874751479)
2022,AK,Alaska,Bristol Bay,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,9.5,,,8.4,10.5,865,680,2060,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-156.700132487576 58.7440261738219)
2022,AL,Alabama,Dallas,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.1,,,72.4,85.1,36767,28171,1047,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-87.1065206124462 32.3258306814392)
2022,UT,Utah,Millard,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,34.7,,,27.8,41.8,13330,9217,49027,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-113.10069743575 39.073283581998)
2022,AL,Alabama,DeKalb,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.7,,,63.6,79.0,71998,54954,1049,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-85.8039693236418 34.4598606858773)
2022,CA,California,San Benito,BRFSS,Disability,Any disability among adults,%,Crude prevalence,28.6,,,24.6,32.5,67579,50683,6069,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-121.074673078268 36.605429011687)
2022,VT,Vermont,Addison,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,2.3,,,2.1,2.6,37578,31632,50001,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-73.1408412196056 44.0309582617477)
2022,VA,Virginia,Alleghany,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,40.7,,,32.8,49.2,14835,12160,51005,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-80.0064556036248 37.7878977742435)
2022,AL,Alabama,Greene,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.5,,,68.7,83.2,7422,5801,1063,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-87.9519483428688 32.8530437219041)
2022,VA,Virginia,Bland,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,34.3,,,31.0,37.7,6148,5270,51021,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-81.1304587868316 37.1338339110413)
2022,VA,Virginia,Campbell,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,42.1,,,34.6,49.4,55141,44600,51031,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-79.0967427063706 37.2054011356881)
2022,VA,Virginia,Caroline,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,30.5,,,28.2,32.8,31957,24802,51033,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-77.347634407104 38.0269626787619)
2022,VA,Virginia,Fairfax,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,2.3,,,2.1,2.5,1138331,880511,51059,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-77.2765145463011 38.8358932189183)
2022,AL,Alabama,Escambia,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,25.1,,,21.4,29.1,36666,28378,1053,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-87.1617426535115 31.1261990377952)
2022,AK,Alaska,Sitka,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,13.5,,,12.0,15.1,8382,6754,2220,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-135.315163429465 57.2335274122738)
2022,AL,Alabama,Geneva,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,30.6,,,27.1,34.2,26783,20925,1061,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-85.8396481010202 31.0950365894133)
2022,AR,Arkansas,Baxter,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,7.0,,,6.3,7.6,42435,34886,5005,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-92.3369593879758 36.2869936509323)
2022,VA,Virginia,Henry,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,36.6,,,35.7,37.6,49906,40552,51089,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-79.8743114368532 36.682806807111)
2022,VA,Virginia,Highland,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.6,,,4.1,5.0,2301,2001,51091,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-79.5686701019357 38.3623935694073)
2022,AL,Alabama,Marshall,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,26.3,,,22.6,30.3,99423,74082,1095,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-86.306202322979 34.3673847093536)
2022,VA,Virginia,Louisa,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.7,,,21.3,28.4,40116,32188,51109,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-77.9628983761112 37.9790442986696)
2022,AR,Arkansas,Clay,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,7.3,,,6.7,8.0,14265,11193,5021,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-90.4170776785868 36.3683675945226)
2022,AZ,Arizona,Mohave,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.5,,,5.0,6.0,220816,185152,4015,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-113.758099268811 35.7044739765542)
2022,VA,Virginia,Middlesex,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.2,,,21.4,26.0,10943,9188,51119,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-76.5672100700556 37.6293544977898)
2022,VA,Virginia,Nelson,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.6,,,13.6,17.9,14652,12160,51125,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-78.8862994754463 37.7872124006606)
2022,AL,Alabama,Macon,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,7.4,,,6.8,8.1,18516,15413,1087,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.6921198346528 32.3858126404866)
2022,CA,California,Santa Cruz,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,9.0,11.4,264370,216642,6087,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-122.001404413399 37.0558255524564)
2022,VA,Virginia,Charlottesville,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.2,,,3.0,3.5,45373,38094,51540,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-78.4851956784908 38.0379849799995)
2022,VA,Virginia,Covington,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,16.5,,,13.3,20.0,5679,4365,51580,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-79.9861030270356 37.7794589567051)
2022,VA,Virginia,Hampton,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,14.4,,,12.8,16.2,138037,108603,51650,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-76.3626578757798 37.0558810818872)
2022,VA,Virginia,Newport News,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,25.6,,,24.5,26.8,184306,141738,51700,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-76.5195549672187 37.1051297333902)
2022,VA,Virginia,Petersburg,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,46.2,,,38.7,54.2,33394,25514,51730,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-77.3919314700723 37.2039514678356)
2022,VA,Virginia,Petersburg,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,5.4,,,5.0,6.0,33394,25514,51730,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-77.3919314700723 37.2039514678356)
2022,VA,Virginia,Poquoson,BRFSS,Disability,Any disability among adults,%,Crude prevalence,26.9,,,23.4,30.7,12582,9722,51735,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-76.3553874891113 37.1308258602584)
2022,AL,Alabama,Clarke,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,44.0,,,35.9,52.1,22515,17657,1025,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-87.8308687688628 31.6768474292414)
2022,VA,Virginia,Richmond,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,35.1,,,30.1,40.1,229395,190476,51760,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-77.4750843205615 37.5297607076943)
2022,CA,California,Mariposa,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,22.1,,,18.2,26.0,17020,14037,6043,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-119.905412294091 37.5815463688348)
2022,US,United States,,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,13.4,,,13.2,13.6,333287557,260836730,59,DISABLT,COGNITION,CrdPrv,Cognitive Disability,
2022,WA,Washington,Ferry,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,14.0,,,11.5,17.0,7448,6220,53019,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-118.516481238407 48.4706654401382)
2022,AL,Alabama,Hale,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,8.9,,,8.1,9.7,14595,11112,1065,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-87.6288617663726 32.7624422973756)
2022,AK,Alaska,Juneau,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.9,,,2.7,3.2,31685,25234,2110,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-134.172902838081 58.4491350384727)
2022,AR,Arkansas,Conway,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,8.5,,,7.5,9.5,21046,16346,5029,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-92.701239973211 35.2625436321328)
2021,AK,Alaska,Juneau,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,29.6,,,26.5,33.0,31685,25234,2110,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-134.172902838081 58.4491350384727)
2022,WA,Washington,Lincoln,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.6,,,4.2,5.0,11601,9113,53043,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-118.418646673561 47.5762886822607)
